Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Russia,2024,November,Sunday,Night,Rural,Main Road,Clear,367.309798858549,4,56,26-40,Male,0.109046676849527,0,Good,2,2,Severe,13,1,18.602855689677,2437.59056713863,Wet,Mechanical Failure,0,14549.3650872035,41115.9795777974,North America,3430.45998238643
Russia,2024,January,Sunday,Evening,Rural,Main Road,Clear,199.271616007464,2,90,41-60,Female,0.156496679421028,1,Good,1,0,Minor,19,3,29.5525096447903,1913.55149673117,Dry,Speeding,1,9371.00978971609,71724.8589266948,South America,3795.14726329732
Russia,2024,September,Saturday,Night,Rural,Street,Windy,145.550510998486,2,96,41-60,Female,0.222484093573271,0,Good,1,2,Severe,18,3,39.009102458884,2301.40088773025,Icy,Distracted Driving,5,17330.3343540413,42367.183674098,South America,2961.67610716822
Russia,2024,August,Saturday,Night,Urban,Highway,Windy,428.351307419206,2,96,61+,Female,0.104886535609179,1,Good,2,2,Moderate,7,0,45.7477334261332,1235.49657740102,Wet,Drunk Driving,8,42421.9733808203,84638.1790068745,Europe,1527.66385524589
Russia,2024,September,Saturday,Evening,Urban,Main Road,Windy,141.49890994786,1,54,41-60,Male,0.12554894701702,0,Poor,2,1,Minor,0,4,11.23613526504,6232.16936188281,Wet,Weather,8,3261.87353970097,73481.5209243645,South America,1677.81243916003
Russia,2024,February,Saturday,Afternoon,Rural,Highway,Windy,118.029581725709,1,115,61+,Female,0.014422508715416,1,Good,1,1,Moderate,2,2,8.66702000527152,7196.88420473903,Wet,Speeding,9,16925.4004783116,15974.9710329799,Asia,4201.80830770405
Russia,2024,May,Saturday,Morning,Rural,Main Road,Windy,339.101294570169,2,46,<18,Female,0.13719036953912,1,Poor,2,0,Moderate,18,0,22.5570214370445,8844.09676082274,Wet,Speeding,1,46989.531600089,79300.6547061964,South America,3374.87279409009
Russia,2024,August,Saturday,Morning,Rural,Main Road,Windy,309.11994601708,3,31,41-60,Female,0.161892457079133,1,Good,0,0,Moderate,15,2,53.6854817059427,6658.65480590869,Snow-covered,Drunk Driving,9,23085.7066479132,57745.8061422758,Asia,4624.67772781456
Russia,2024,April,Saturday,Afternoon,Urban,Main Road,Windy,93.6569495433361,4,119,18-25,Female,0.164520676108893,1,Moderate,0,1,Minor,15,1,23.959352197489,2416.6020535988,Dry,Drunk Driving,7,23149.9549046771,87718.3111949774,Europe,3170.57389577461
Russia,2024,July,Saturday,Morning,Urban,Main Road,Windy,284.784609657705,3,93,<18,Male,0.103865262607751,1,Moderate,0,0,Moderate,19,4,17.1244165814253,2116.79623775835,Wet,Speeding,8,48973.9579449433,24572.1521228539,North America,1883.58456175117
Russia,2024,March,Saturday,Afternoon,Urban,Highway,Windy,387.45503841691,4,112,26-40,Male,0.124295483407764,0,Poor,2,2,Moderate,17,1,54.9353373447444,8203.60301585503,Icy,Mechanical Failure,6,10175.66506357,62048.7317755406,Australia,4753.05186792183
Russia,2024,May,Saturday,Evening,Urban,Highway,Windy,331.919899962355,4,112,61+,Female,0.231394290816387,1,Poor,2,2,Severe,0,0,37.8490879351524,1484.45407038476,Dry,Drunk Driving,2,4254.58174483797,49365.1144924553,Australia,4074.6158608601
Russia,2024,November,Saturday,Afternoon,Urban,Street,Snowy,442.604481170135,4,68,41-60,Male,0.0643041052938293,1,Poor,2,2,Severe,4,3,23.3806889758705,1331.75771399686,Snow-covered,Distracted Driving,4,28594.1732880518,83502.5996890526,North America,4557.53670075469
Russia,2024,April,Saturday,Night,Rural,Street,Snowy,70.164405313028,4,38,26-40,Female,0.0312367758630612,1,Poor,2,0,Minor,2,2,58.5858610931469,2407.32766389952,Dry,Distracted Driving,7,14964.8525006702,16322.2984394626,Australia,4175.49145575525
Russia,2024,August,Saturday,Afternoon,Urban,Main Road,Snowy,428.669215850366,1,98,26-40,Female,0.108323481858868,0,Moderate,0,1,Moderate,12,0,24.5765993033164,9141.68225053516,Dry,Weather,6,30212.4083042745,9699.20072910561,North America,1144.55330835632
Russia,2024,April,Saturday,Evening,Urban,Highway,Snowy,363.750528713403,1,85,26-40,Male,0.132180384446127,0,Moderate,1,0,Moderate,19,1,13.5409895583371,9850.60335362377,Wet,Weather,0,23757.7904577528,65322.5301254552,North America,1578.78371550531
Russia,2024,August,Saturday,Morning,Urban,Highway,Snowy,291.207607378723,3,61,<18,Male,0.239558206900266,0,Moderate,2,2,Severe,18,3,59.9777664234623,2805.90302973251,Dry,Weather,9,24717.1647233028,66711.1190853096,Asia,507.841415657368
Russia,2024,March,Saturday,Night,Urban,Main Road,Snowy,267.171120602575,2,96,41-60,Male,0.0718739427123497,0,Poor,2,1,Minor,14,0,47.9200837194467,6941.44126351321,Wet,Drunk Driving,8,34300.5414856802,11530.9464996227,Australia,893.915372464582
Russia,2024,May,Saturday,Morning,Rural,Street,Snowy,66.9550573280713,1,110,18-25,Male,0.248849809828849,0,Poor,1,2,Minor,0,0,52.9300702284414,867.0499502518,Dry,Drunk Driving,9,7946.52861875017,48291.7344964687,Asia,732.077150592678
Russia,2024,February,Saturday,Afternoon,Urban,Highway,Snowy,193.438139974082,3,73,26-40,Male,0.137649120957913,0,Poor,0,1,Severe,8,4,46.8686295976513,4106.16922503529,Wet,Weather,3,11984.5481713511,57459.9467289632,South America,4687.91405199898
Russia,2024,June,Saturday,Afternoon,Urban,Highway,Snowy,289.796176640126,4,61,18-25,Male,0.0676090254943292,0,Good,0,2,Severe,2,3,43.1760681970746,7539.40088189418,Icy,Mechanical Failure,7,18983.8046197515,69625.0541385842,South America,1396.30175701483
Russia,2024,August,Saturday,Night,Rural,Street,Snowy,330.842304257498,2,67,<18,Female,0.230146689302609,1,Good,0,0,Severe,1,3,49.0119535403437,6724.78770245771,Icy,Speeding,2,27323.1565725027,69916.7996544255,North America,1575.82479143165
Russia,2024,February,Saturday,Night,Urban,Highway,Snowy,363.611432192556,4,80,61+,Male,0.178505255587634,1,Moderate,2,2,Minor,16,4,58.2628766704061,4096.79092622834,Wet,Mechanical Failure,1,18223.5788111166,74123.1741859445,Asia,1515.45246965397
Russia,2024,June,Saturday,Evening,Rural,Street,Snowy,401.911803770426,4,66,26-40,Male,0.034333215070001,1,Moderate,1,2,Minor,9,4,52.0636024612267,8185.26843336902,Dry,Distracted Driving,6,25430.2674282951,12905.0855575854,Asia,1820.47337981942
Russia,2024,July,Saturday,Night,Rural,Main Road,Snowy,150.190163171631,3,90,41-60,Female,0.086222970217096,1,Poor,0,0,Severe,15,0,12.0305832687247,8715.72072554967,Wet,Weather,8,28204.9396725883,53950.2953880925,Asia,341.636103029995
Russia,2024,July,Saturday,Evening,Urban,Main Road,Snowy,365.424757186787,4,109,26-40,Male,0.0266085847912157,0,Poor,0,1,Moderate,6,4,32.7402265093589,9866.36722460934,Wet,Distracted Driving,0,18094.6274973512,88082.0470827332,Australia,1552.13698541973
Russia,2024,April,Saturday,Afternoon,Rural,Main Road,Rainy,310.638995653567,3,102,18-25,Male,0.191678646685806,1,Poor,1,2,Minor,13,3,46.5569800269898,1387.99376638928,Wet,Weather,6,9595.00593542516,83426.6590042696,North America,1158.52381133536
Russia,2024,June,Saturday,Evening,Rural,Street,Rainy,315.67536501306,3,96,<18,Male,0.0028634351914042,1,Poor,0,1,Moderate,16,1,23.4407450090498,5085.0129445695,Wet,Weather,8,27755.5849833044,58656.0168989605,South America,64.2347251186279
Russia,2024,March,Saturday,Evening,Urban,Main Road,Rainy,86.8105749179704,3,99,<18,Female,0.036284204375531,0,Good,2,2,Minor,2,1,53.3438682844389,1249.72609479982,Wet,Speeding,5,23352.6814166307,69149.4489270802,Australia,1481.54977841819
Russia,2024,April,Saturday,Morning,Urban,Main Road,Rainy,341.951119793746,3,53,<18,Female,0.0148578075888473,0,Moderate,0,0,Moderate,3,0,39.4517518347213,2878.67403486164,Wet,Speeding,4,35457.3445440885,8591.08045092848,North America,4997.36926805282
Russia,2024,February,Saturday,Afternoon,Rural,Street,Rainy,166.12145863074,4,61,41-60,Female,0.0610118943341622,1,Poor,1,1,Severe,4,1,38.8814719633652,8680.60949039314,Wet,Weather,1,25163.6616680043,19460.9294581406,North America,1380.4096522747
Russia,2024,October,Saturday,Afternoon,Rural,Highway,Rainy,351.611391675967,3,47,18-25,Male,0.101908155021176,1,Good,0,2,Minor,16,4,16.9375971856933,8916.35005417709,Dry,Mechanical Failure,6,30158.1562846303,14325.6267082891,Australia,2957.72251117738
Russia,2024,July,Saturday,Evening,Rural,Main Road,Rainy,378.132943958166,1,116,41-60,Male,0.16694255667125,1,Moderate,1,1,Minor,14,4,19.4333343199819,5923.50551621549,Snow-covered,Distracted Driving,7,45306.5819139221,55240.1221786273,South America,717.534312880332
Russia,2024,December,Saturday,Afternoon,Urban,Street,Rainy,161.223292872612,1,101,41-60,Male,0.154908765072273,0,Good,2,0,Moderate,4,3,7.13255247771078,2912.90955145669,Dry,Drunk Driving,3,29246.2232155557,59919.2571787617,Europe,3174.82507422553
Russia,2024,February,Saturday,Night,Urban,Street,Rainy,458.973732945567,3,90,<18,Female,0.0822722830597367,0,Poor,1,1,Severe,3,1,49.9136344435105,3326.85936347348,Snow-covered,Speeding,3,36915.0469641089,11264.2517518828,Asia,3613.12269648403
Russia,2024,May,Saturday,Evening,Urban,Street,Rainy,239.123562687969,3,77,18-25,Female,0.0797974051609873,0,Moderate,0,1,Moderate,3,4,6.10659344342885,4963.58112023125,Dry,Drunk Driving,9,49767.6308622303,57338.8925142354,Europe,3934.48208074369
Russia,2024,April,Saturday,Afternoon,Urban,Highway,Rainy,94.2457250343767,3,86,41-60,Female,0.0814339584265914,1,Moderate,0,2,Severe,8,0,47.4785498560729,9530.8234822445,Wet,Drunk Driving,5,11227.8410528595,83497.3796716632,Europe,1243.66404526298
Russia,2024,February,Saturday,Evening,Rural,Street,Rainy,113.203250894979,1,58,41-60,Male,0.0107815252184451,1,Moderate,2,0,Severe,2,2,20.1105169608308,6582.03036270136,Dry,Weather,4,7221.77243629235,13719.7700707407,Asia,976.080845268351
Russia,2024,January,Saturday,Night,Urban,Main Road,Rainy,190.364653314299,4,52,41-60,Male,0.155724527351211,0,Poor,1,1,Moderate,5,2,18.7281601897639,6183.9960741993,Snow-covered,Speeding,9,45468.6404030595,41965.8643359867,South America,1370.40295200104
Russia,2024,June,Saturday,Evening,Rural,Highway,Rainy,102.111528002735,3,74,<18,Male,0.100139977724504,0,Good,2,2,Minor,18,3,9.81671006577525,1952.41452968988,Snow-covered,Weather,4,27804.7754405706,69818.1667145067,South America,4240.69116145054
Russia,2024,August,Saturday,Night,Urban,Street,Rainy,308.11942150594,4,75,26-40,Female,0.001596882366154,1,Good,0,1,Minor,15,4,21.9012726398619,6034.36518618836,Wet,Weather,6,28096.6457356152,57003.4668261627,Asia,2928.67719505569
Russia,2024,February,Saturday,Morning,Rural,Main Road,Rainy,50.5264413291855,3,50,41-60,Female,0.0220318063075762,1,Poor,0,0,Severe,14,1,33.4338861506449,3805.76846390248,Icy,Mechanical Failure,3,8492.1306362255,82219.7704402136,North America,4724.82011870081
Russia,2024,June,Saturday,Morning,Rural,Main Road,Rainy,474.894020241602,4,74,41-60,Female,0.226816807073122,1,Moderate,0,0,Minor,8,3,15.9572805143729,1518.91426803923,Dry,Distracted Driving,5,13737.1942718487,8083.76383990303,Europe,4048.09284044424
Russia,2024,May,Saturday,Afternoon,Rural,Street,Rainy,312.243706238064,3,53,26-40,Female,0.180342562242893,1,Moderate,2,1,Minor,11,1,28.3443577478252,7156.26961779875,Icy,Weather,8,10162.1890518337,96747.7664173232,Asia,3847.25090106238
Russia,2024,May,Saturday,Night,Urban,Street,Rainy,232.063717860322,1,101,<18,Male,0.0693017733111672,1,Moderate,1,2,Minor,10,2,45.062762311087,6385.13050506289,Wet,Weather,5,23212.0196449905,25231.4486032623,South America,2359.93483701933
Russia,2024,August,Saturday,Evening,Urban,Highway,Rainy,68.7091278439244,1,102,<18,Male,0.0157487143324355,0,Poor,0,0,Minor,10,4,47.3733117278325,4658.67349531467,Snow-covered,Speeding,3,20603.8000090665,56741.9163366757,Europe,3968.30491798177
Russia,2024,May,Saturday,Evening,Urban,Main Road,Rainy,157.839301677386,4,63,41-60,Female,0.0444961614202182,0,Poor,1,2,Severe,12,1,20.9243728490923,2692.05695454451,Icy,Weather,0,19514.1685479527,72944.1009891729,Europe,4535.47809520937
Russia,2024,December,Saturday,Afternoon,Urban,Street,Rainy,264.424202848199,4,85,<18,Male,0.22592546697744,1,Moderate,2,1,Minor,1,4,7.32567567483201,7008.80797152408,Snow-covered,Speeding,5,44479.5951218427,86351.1225211452,Asia,4286.22943097646
Russia,2024,April,Saturday,Morning,Rural,Street,Rainy,83.0044807147432,4,50,26-40,Male,0.218844688678827,1,Moderate,1,2,Severe,17,0,18.5147688744327,2886.77169859137,Dry,Distracted Driving,8,6939.15018297628,94543.6591100355,Australia,1913.16734660487
Russia,2024,June,Saturday,Morning,Rural,Highway,Rainy,428.738892416767,3,93,41-60,Male,0.0409982234003805,1,Good,0,2,Minor,5,1,49.9924033370405,4480.13729502234,Icy,Speeding,2,32399.7677126888,37768.1887646856,Australia,3625.02053175936
Russia,2024,October,Saturday,Evening,Rural,Street,Rainy,69.1599917971455,3,94,61+,Male,0.0010946672085816,1,Good,1,1,Moderate,5,0,34.2647943814949,6192.95920489262,Icy,Speeding,7,19777.97571828,72836.6784957894,Australia,1276.68222048619
Russia,2024,June,Saturday,Night,Rural,Street,Rainy,459.801768368201,1,30,<18,Male,0.249025631850992,1,Poor,2,2,Severe,19,4,31.1390723467933,2311.39719565663,Dry,Drunk Driving,1,19338.8546135844,60742.2721131582,Australia,2210.00151212663
Russia,2024,June,Saturday,Evening,Rural,Main Road,Rainy,370.366057317775,3,119,61+,Male,0.100530949245338,1,Good,2,2,Moderate,0,2,59.2715405793534,4116.61111794679,Icy,Weather,9,46511.3292429095,40516.5265419618,South America,2722.17036044473
Russia,2024,December,Saturday,Evening,Rural,Main Road,Foggy,129.639011459897,3,67,41-60,Male,0.0909822644777605,0,Moderate,1,0,Severe,3,2,5.17911105809304,6388.77309397128,Dry,Speeding,0,7220.97199540968,37490.1247579365,South America,1014.89175084356
Russia,2024,February,Saturday,Night,Rural,Highway,Foggy,279.491610803752,1,99,41-60,Male,0.0387423559026364,0,Moderate,2,2,Minor,16,1,29.46792365132,3673.03446065268,Wet,Drunk Driving,0,650.816605824764,25165.1621402938,South America,4775.34236935642
Russia,2024,July,Saturday,Night,Urban,Street,Foggy,463.599595300365,1,49,18-25,Male,0.0203898255131621,0,Good,2,2,Minor,15,3,39.8205515928938,4703.5428171564,Icy,Distracted Driving,0,49184.1087337263,44582.1009612106,Australia,3898.57052431323
Russia,2024,May,Saturday,Afternoon,Rural,Main Road,Foggy,326.279915925492,3,110,<18,Male,0.0182673920200112,1,Moderate,0,0,Moderate,4,1,20.6133808839728,2548.43917785617,Snow-covered,Mechanical Failure,3,1382.91393206471,31540.2671539759,Australia,3278.53207505256
Russia,2024,December,Saturday,Evening,Urban,Highway,Foggy,400.473923860248,3,47,61+,Male,0.23735065884548,1,Good,2,2,Moderate,9,0,40.9144418270034,6850.73315313067,Icy,Weather,1,6887.18990338199,45217.9709299509,Australia,2521.0542354723
Russia,2024,February,Saturday,Evening,Rural,Highway,Foggy,224.602242657119,1,88,41-60,Male,0.247484328725606,1,Poor,0,1,Moderate,8,1,17.5282269018108,8843.35211532394,Snow-covered,Drunk Driving,3,31184.9117985226,26314.8938064612,South America,4047.77061812131
Russia,2024,March,Saturday,Evening,Rural,Main Road,Foggy,136.770754385337,2,64,61+,Female,0.2273782594324,0,Good,1,2,Moderate,8,1,24.9860932419783,7680.90508744542,Icy,Distracted Driving,6,4102.91165059797,46383.7649863095,Asia,375.855785839888
Russia,2024,September,Saturday,Morning,Urban,Highway,Foggy,414.488543415692,2,89,61+,Male,0.230664120696743,1,Poor,0,0,Severe,9,3,12.0328248781186,4064.15146233868,Wet,Mechanical Failure,2,47444.7696987339,12536.6001971352,North America,3729.10168635892
Russia,2024,February,Saturday,Night,Rural,Main Road,Foggy,251.038612238158,4,30,<18,Female,0.169276129509346,0,Poor,0,2,Moderate,17,1,40.6332788271795,9104.6923498472,Icy,Drunk Driving,1,37533.852393865,99085.9975059874,Australia,4469.47172764529
Russia,2024,November,Saturday,Evening,Urban,Street,Foggy,412.299265856914,1,86,26-40,Female,0.138499157149568,0,Good,0,1,Moderate,15,3,53.8717174159495,6587.36433830122,Dry,Mechanical Failure,9,27655.9221371858,81544.2718168256,Australia,3844.81177437227
Russia,2024,May,Saturday,Night,Rural,Highway,Foggy,54.9926947857442,1,76,41-60,Female,0.0060357901505963,0,Poor,2,1,Minor,2,0,50.5790722550055,1612.90195751238,Wet,Speeding,3,23791.5113915438,94214.7754594996,Australia,4290.10117589536
Russia,2024,August,Saturday,Afternoon,Urban,Main Road,Foggy,142.762634587885,4,32,26-40,Male,0.198556160152039,0,Moderate,1,0,Minor,17,0,56.9686796709823,9842.90881039959,Wet,Weather,8,29621.9780276248,45181.3595147648,Australia,1999.01302218294
Russia,2024,June,Saturday,Afternoon,Rural,Highway,Foggy,348.167499118911,1,91,61+,Female,0.0734814923235899,0,Good,2,2,Minor,9,1,31.230350825216,4435.14679284042,Dry,Mechanical Failure,5,33766.1281322828,29223.6554548435,Asia,991.297095302473
Russia,2024,April,Saturday,Evening,Urban,Street,Foggy,334.171264825912,1,73,41-60,Female,0.151374993314541,1,Good,1,2,Moderate,2,0,25.1180706255295,7393.00335405099,Snow-covered,Speeding,9,43828.3660738605,73008.5284226673,Asia,2194.81487601529
Russia,2024,November,Saturday,Evening,Urban,Main Road,Foggy,244.398535925977,2,67,<18,Male,0.196154370222537,0,Good,1,1,Severe,8,4,27.2478973942298,943.15728526525,Dry,Mechanical Failure,3,48454.9931355393,11373.0051649039,North America,2847.89863405022
Russia,2024,December,Saturday,Evening,Rural,Street,Clear,209.289917594511,1,99,61+,Female,0.112434791148095,0,Good,1,0,Minor,16,2,5.50943753267935,632.763863387093,Icy,Distracted Driving,4,28384.7268611732,23214.9338442442,Europe,1293.40349319352
Russia,2024,August,Saturday,Evening,Urban,Highway,Clear,68.9371066574659,3,80,41-60,Male,0.0675346597761541,0,Good,2,2,Severe,6,2,30.7428781763139,9294.74539186419,Dry,Weather,9,12789.9678814958,35803.2962429041,Europe,3429.12232179489
Russia,2024,June,Saturday,Afternoon,Rural,Highway,Clear,375.693565988548,4,87,61+,Female,0.192248226970457,1,Good,1,1,Minor,6,4,43.1366451023651,5403.61310711606,Dry,Mechanical Failure,7,34472.2767314351,8464.72552139265,South America,3522.79075494243
Russia,2024,November,Saturday,Evening,Rural,Highway,Clear,184.309037716495,2,112,26-40,Female,0.139016250865694,0,Good,1,2,Minor,9,3,37.302097326181,5874.88870089681,Wet,Weather,5,30005.039582796,88125.7353244263,North America,3764.23238792848
Russia,2024,February,Saturday,Evening,Rural,Highway,Clear,67.7737223762252,4,76,<18,Male,0.0919246394907771,0,Good,2,1,Minor,15,0,29.5006717063328,3482.80257020742,Snow-covered,Distracted Driving,7,5455.35099454449,83856.0483213708,Asia,1062.14686476866
Russia,2024,January,Saturday,Evening,Rural,Highway,Clear,278.931923563777,3,36,41-60,Female,0.0654408155197439,1,Poor,0,2,Moderate,18,3,36.2405096852413,2437.70845662532,Dry,Distracted Driving,1,26595.9127223933,62544.4496565355,Europe,950.71775299896
Russia,2024,February,Saturday,Afternoon,Urban,Street,Clear,434.986635947738,1,42,18-25,Female,0.131980177608185,1,Good,0,2,Minor,3,4,48.9452495835253,9191.12116550493,Icy,Speeding,1,22613.5595590532,72337.43637435,Australia,4525.94075833479
Russia,2024,October,Saturday,Afternoon,Urban,Street,Clear,459.709990322884,4,35,61+,Female,0.0006287408053495,1,Poor,0,0,Severe,12,4,48.4779259575346,6613.01451385366,Dry,Distracted Driving,7,13049.4824683954,5969.95248027211,Australia,4400.19850131148
Russia,2024,June,Monday,Morning,Rural,Main Road,Windy,212.309971185297,2,95,<18,Male,0.0148088967809485,1,Good,0,2,Severe,12,0,8.565435170036,5331.66660235093,Dry,Mechanical Failure,1,44644.8566974134,39848.5689038421,South America,4404.02107452205
Russia,2024,May,Monday,Night,Urban,Street,Windy,123.746772431083,4,117,41-60,Female,0.154684570409051,1,Moderate,2,0,Severe,19,4,16.2243190211849,1019.82139282072,Wet,Mechanical Failure,1,25604.2951191201,40041.9725141505,South America,2447.11527133945
Russia,2024,January,Monday,Night,Urban,Street,Windy,360.609689062962,2,118,61+,Male,0.223931141453768,0,Poor,1,1,Severe,13,0,49.9893226920175,5828.33999348706,Wet,Weather,8,26438.583518773,95805.6055362696,Australia,359.018163669045
Russia,2024,July,Monday,Night,Rural,Main Road,Windy,88.3213261898218,1,62,<18,Female,0.0705856507333183,1,Good,0,2,Severe,5,0,32.7168208373885,819.476687441245,Icy,Distracted Driving,3,32439.8077575135,79268.5912831751,Europe,4730.10317020007
Russia,2024,September,Monday,Evening,Rural,Street,Windy,179.399703625716,4,38,26-40,Male,0.055562588527977,1,Moderate,2,0,Minor,17,3,12.3785889282389,3126.08716412602,Dry,Speeding,2,27633.9888917826,62204.8091931015,Asia,4536.83470599686
Russia,2024,February,Monday,Night,Urban,Highway,Windy,136.336942576124,1,75,41-60,Female,0.112645893473372,0,Good,1,0,Minor,9,1,39.7605291859753,6011.81185284355,Snow-covered,Weather,3,33818.6875130618,33455.2597698075,South America,1506.8459207047
Russia,2024,September,Monday,Morning,Urban,Highway,Windy,262.935754924736,1,101,61+,Male,0.193032127368641,1,Poor,0,0,Severe,9,2,39.4399835508831,8289.18767597954,Wet,Distracted Driving,2,17440.7773721083,39151.3339540667,Europe,2634.83631277985
Russia,2024,August,Monday,Afternoon,Urban,Street,Windy,257.983371902808,3,52,26-40,Male,0.223161499178228,0,Good,1,1,Minor,12,3,54.9245754055479,1428.16760939097,Wet,Distracted Driving,6,5603.31686371332,42712.3162876072,South America,970.36011397355
Russia,2024,November,Monday,Evening,Urban,Main Road,Windy,326.25311148846,3,66,26-40,Female,0.145696872969527,1,Moderate,0,2,Minor,6,4,5.51550825650213,7160.69406176128,Dry,Mechanical Failure,2,15311.4391175564,13523.2831814666,Asia,3796.9537453931
Russia,2024,January,Monday,Morning,Urban,Street,Windy,251.198926324481,2,38,18-25,Female,0.0959903084269868,1,Moderate,2,1,Minor,11,0,35.7176798634893,1539.6388597282,Snow-covered,Distracted Driving,5,41382.8858965046,65093.9118295667,North America,4848.14755006802
Russia,2024,April,Monday,Morning,Urban,Highway,Windy,139.211089713869,2,68,61+,Female,0.165428728305863,0,Moderate,1,2,Minor,15,0,49.9227575401197,8839.99019381547,Dry,Mechanical Failure,7,22692.8798015511,39980.6293342869,North America,3143.84194584659
Russia,2024,January,Monday,Evening,Urban,Highway,Windy,471.702830008666,3,47,61+,Male,0.196401249775449,0,Good,1,1,Minor,18,0,42.055132704747,8865.09815736826,Icy,Weather,6,33782.7186962782,47858.2769274777,North America,1896.25800363909
Russia,2024,June,Monday,Afternoon,Rural,Highway,Windy,332.509322929414,3,107,41-60,Male,0.084785933832455,0,Moderate,2,1,Minor,12,4,36.0694971151475,3739.34300745638,Snow-covered,Drunk Driving,3,38993.1919630662,65735.7013446448,South America,453.868378405998
Russia,2024,March,Monday,Evening,Urban,Main Road,Windy,284.796257147805,1,71,26-40,Male,0.050754450443354,1,Moderate,2,2,Severe,13,2,50.4771225504612,2205.34646415749,Snow-covered,Weather,8,12216.9773112952,51750.1715169864,Australia,3915.17009311905
Russia,2024,July,Monday,Evening,Urban,Street,Windy,127.542052270953,2,98,61+,Male,0.0766112670055087,0,Poor,2,0,Minor,15,4,5.9876598329087,3294.85025017141,Wet,Distracted Driving,4,36979.661263473,21400.3791775527,North America,3139.58861592962
Russia,2024,August,Monday,Night,Urban,Street,Windy,182.62629833037,4,96,26-40,Female,0.158321133425757,0,Poor,2,0,Minor,9,2,45.8491543133771,7448.59149925337,Icy,Speeding,8,22775.9364747841,81689.2430793814,Asia,796.071818496504
Russia,2024,April,Monday,Morning,Rural,Main Road,Windy,259.385267078823,3,58,18-25,Male,0.131363097011808,1,Moderate,0,0,Severe,19,3,16.3872451938195,3561.79322479399,Snow-covered,Weather,3,31762.7496831835,16497.0055793829,Europe,1319.56156071208
Russia,2024,April,Monday,Afternoon,Rural,Highway,Windy,482.320844653959,1,91,41-60,Female,0.163933841081699,1,Poor,0,1,Minor,13,0,48.4907171738498,8121.22598407002,Wet,Drunk Driving,2,46190.0245453914,23020.6285859296,South America,1603.0446844297
Russia,2024,November,Monday,Evening,Urban,Street,Windy,69.9990215013514,2,37,41-60,Male,0.15402192078961,1,Poor,2,0,Moderate,15,2,27.2533045186535,8279.91787638823,Snow-covered,Speeding,0,30614.2081352365,11337.5410171488,Australia,2724.74470935618
Russia,2024,February,Monday,Evening,Rural,Street,Snowy,388.523322457155,3,52,26-40,Female,0.234504644781807,1,Good,2,1,Severe,1,1,40.0413767479112,7157.56670966826,Wet,Distracted Driving,3,23686.7291399272,1585.60016395158,Australia,4011.30565423032
Russia,2024,November,Monday,Afternoon,Rural,Main Road,Snowy,364.631111860011,1,102,18-25,Male,0.143750841146131,0,Poor,0,2,Severe,16,4,50.0441482858391,7826.65214549132,Wet,Weather,5,3647.14983912028,33879.3736195013,South America,1608.23074059582
Russia,2024,February,Monday,Night,Urban,Street,Snowy,163.161158432049,3,73,26-40,Female,0.242800207792384,0,Good,0,0,Minor,16,1,41.9275543671138,3925.26772698259,Snow-covered,Speeding,6,10058.7422728848,48982.6074244577,South America,3100.1451359192
Russia,2024,September,Monday,Morning,Rural,Highway,Snowy,72.8029650691393,1,114,61+,Male,0.0680928944696634,0,Poor,1,2,Minor,14,2,46.6635388899927,1637.85351644619,Snow-covered,Weather,2,22652.6248234172,99197.6618532679,Asia,451.605495346014
Russia,2024,April,Monday,Afternoon,Rural,Street,Snowy,488.237533900226,2,98,61+,Female,0.0459448068119936,0,Good,0,2,Moderate,16,3,38.1343442524615,195.294893230574,Dry,Mechanical Failure,8,14870.4870863337,5265.16802121968,North America,2053.7345831815
Russia,2024,October,Monday,Night,Urban,Street,Snowy,172.919370334162,2,112,18-25,Male,0.179269679742301,1,Moderate,1,2,Severe,8,4,47.7567765550605,2799.13135918561,Icy,Speeding,3,2376.21747944087,21764.5147705531,South America,3630.40659953032
Russia,2024,January,Monday,Night,Rural,Street,Snowy,267.433317577238,2,57,41-60,Male,0.109325642482053,1,Poor,2,2,Severe,7,1,8.19704667654633,5958.4970592763,Snow-covered,Weather,3,8978.46296130252,55937.8900610299,Australia,2128.31798882979
Russia,2024,January,Monday,Evening,Urban,Highway,Snowy,274.991384432599,1,53,26-40,Female,0.171180401535218,1,Moderate,1,2,Minor,15,4,51.6784067633738,8609.08027180394,Icy,Mechanical Failure,4,30635.9623359459,64403.9254854859,Australia,4767.933506691
Russia,2024,February,Monday,Morning,Rural,Main Road,Snowy,149.450859377212,3,32,<18,Female,0.21338043184343,0,Poor,0,1,Severe,8,0,26.6497915476888,7899.08522287138,Snow-covered,Drunk Driving,8,9326.01258119682,15486.0115095379,Europe,46.3977377494216
Russia,2024,October,Monday,Night,Rural,Street,Snowy,432.415788050843,3,92,61+,Female,0.189194248386524,0,Good,0,1,Moderate,6,2,23.4176023915449,607.446640289953,Wet,Mechanical Failure,2,44446.9590202243,1268.39412146978,Australia,1932.76102932502
